bedrooms,beds,price,log_price,instant_bookable,bathrooms,wifi,hot tub,kitchen,tv,coffee,washer,dryer,backyard,pets allowed,workspace,pool,fire pit,bbq,ac,free parking,dishwasher,gym,self check-in,stove,view,patio,crib,total_amenities,rho,theta,downtown,long_stays_only,max_guests,bedroom_and_bath,baths_per_bedroom,max_guests_sq,bathrooms_sq,beds_sq,bedrooms_sq,bedroom_and_bath_sq,baths_per_bedroom_sq,listing_type_apt_max_guests,listing_type_guest_suite_max_guests,listing_type_house_max_guests,listing_type_private_room_max_guests,listing_type_apt,listing_type_guest_suite,listing_type_house,listing_type_private_room,listing_type_apt_bedrooms,listing_type_guest_suite_bedrooms,listing_type_house_bedrooms,listing_type_private_room_bedrooms,listing_type_apt_bathrooms,listing_type_guest_suite_bathrooms,listing_type_house_bathrooms,listing_type_private_room_bathrooms,listing_type_apt_ac,listing_type_guest_suite_ac,listing_type_house_ac,listing_type_private_room_ac,listing_type_apt_kitchen,listing_type_guest_suite_kitchen,listing_type_house_kitchen,listing_type_private_room_kitchen,listing_type_apt_pets allowed,listing_type_guest_suite_pets allowed,listing_type_house_pets allowed,listing_type_private_room_pets allowed,listing_type_apt_downtown,listing_type_guest_suite_downtown,listing_type_house_downtown,max_guests_sq,max_guests_cu,bathrooms_sq,bathrooms_cu,beds_sq,beds_cu,bedrooms_sq,bedrooms_cu,bedroom_and_bath_sq,bedroom_and_bath_cu,baths_per_bedroom_sq,baths_per_bedroom_cu,listing_type_private_room_downtown
1,2.0,99.0,1.99563519459755,0,1.0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,12,120.12523039976655,2.7513544072919784,0,0,3,2.0,1.0,9,1.0,4.0,1,4.0,1.0,0,3,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,27,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0
1,2.0,100.0,2.0,0,1.0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,10,120.13134584616333,2.7513304320328715,0,1,4,2.0,1.0,16,1.0,4.0,1,4.0,1.0,0,4,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,64,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0
1,1.0,150.0,2.1760912590556813,0,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,11,120.121794807181,2.751408624207047,0,0,2,2.0,1.0,4,1.0,1.0,1,4.0,1.0,0,2,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
2,2.0,157.0,2.1958996524092336,0,2.0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,11,120.12801864598657,2.75136800508837,0,0,4,4.0,1.0,16,4.0,4.0,4,16.0,1.0,4,0,0,0,1,0,0,0,2,0,0,0,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,64,4.0,8.0,4.0,8.0,4,8,16.0,64.0,1.0,1.0,0
0,1.0,139.0,2.143014800254095,0,1.0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,16,120.10568064982272,2.751091627869768,0,0,2,1.0,1.0,4,1.0,1.0,0,1.0,1.0,2,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,8,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0
3,3.0,205.0,2.311753861055754,1,2.5,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,15,120.11339288272728,2.7513153992823605,0,0,6,5.5,0.8333333333333334,36,6.25,9.0,9,30.25,0.6944444444444445,0,0,6,0,0,0,1,0,0,0,3,0,0.0,0.0,2.5,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,36,216,6.25,15.625,9.0,27.0,9,27,30.25,166.375,0.6944444444444445,0.5787037037037038,0
2,3.0,193.0,2.285557309007774,1,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,14,120.12746655678917,2.7514627854040805,0,0,4,3.0,0.5,16,1.0,9.0,4,9.0,0.25,0,0,4,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16,64,1.0,1.0,9.0,27.0,4,8,9.0,27.0,0.25,0.125,0
1,1.0,165.0,2.2174839442139063,0,1.0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,13,120.13735913417193,2.7515190552988074,0,0,2,2.0,1.0,4,1.0,1.0,1,4.0,1.0,0,2,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
0,1.0,186.0,2.2695129442179165,0,1.0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,12,120.07745209918846,2.7514184742183088,1,0,2,1.0,1.0,4,1.0,1.0,0,1.0,1.0,0,2,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,8,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0
1,1.0,136.0,2.1335389083702174,0,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,12,120.12451000743229,2.7514068487107566,0,0,2,2.0,1.0,4,1.0,1.0,1,4.0,1.0,0,2,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
1,1.0,200.0,2.3010299956639813,0,1.0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,8,120.07178734008126,2.751288845293065,1,0,2,2.0,1.0,4,1.0,1.0,1,4.0,1.0,0,2,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
3,3.0,122.0,2.0863598306747484,1,2.5,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,7,120.11760687280908,2.7512263754911093,0,1,5,5.5,0.8333333333333334,25,6.25,9.0,9,30.25,0.6944444444444445,0,0,5,0,0,0,1,0,0,0,3,0,0.0,0.0,2.5,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,25,125,6.25,15.625,9.0,27.0,9,27,30.25,166.375,0.6944444444444445,0.5787037037037038,0
1,1.0,201.0,2.303196057420489,1,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,12,120.09288772557224,2.7516500434324223,0,0,4,2.0,1.0,16,1.0,1.0,1,4.0,1.0,0,4,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16,64,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
1,1.0,130.0,2.113943352306837,0,1.0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,9,120.12836177305644,2.7514870380973924,0,0,3,2.0,1.0,9,1.0,1.0,1,4.0,1.0,3,0,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,27,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
1,2.0,203.0,2.307496037913213,1,1.0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,18,120.07998683571589,2.751650096697514,0,0,4,2.0,1.0,16,1.0,4.0,1,4.0,1.0,0,4,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16,64,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0
1,2.0,101.0,2.0043213737826426,1,1.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,7,120.12696965499131,2.751512028784318,0,0,4,2.0,1.0,16,1.0,4.0,1,4.0,1.0,4,0,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,64,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0
2,2.0,198.0,2.296665190261531,0,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,12,120.07663771045557,2.7512622383359684,1,0,4,3.0,0.5,16,1.0,4.0,4,9.0,0.25,4,0,0,0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16,64,1.0,1.0,4.0,8.0,4,8,9.0,27.0,0.25,0.125,0
1,1.0,192.0,2.2833012287035497,1,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,9,120.05920074278663,2.751250974006726,1,0,2,2.0,1.0,4,1.0,1.0,1,4.0,1.0,0,0,2,0,0,0,1,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
1,2.0,178.0,2.250420002308894,0,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,120.06929018753839,2.75127416494994,1,0,3,2.0,1.0,9,1.0,4.0,1,4.0,1.0,0,3,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,9,27,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0
1,1.0,279.0,2.4456042032735974,0,1.0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,14,120.07515329580762,2.751261204408889,1,0,2,2.0,1.0,4,1.0,1.0,1,4.0,1.0,2,0,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
1,2.0,231.0,2.3636119798921444,0,1.0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,14,120.07185991395124,2.751277044399213,1,0,3,2.0,1.0,9,1.0,4.0,1,4.0,1.0,0,0,3,0,0,0,1,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,27,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0
2,3.0,261.0,2.416640507338281,1,1.0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,14,120.05922355528084,2.751253357905405,1,0,6,3.0,0.5,36,1.0,9.0,4,9.0,0.25,0,0,6,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,36,216,1.0,1.0,9.0,27.0,4,8,9.0,27.0,0.25,0.125,0
3,3.0,179.0,2.2528530309798933,1,3.0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,15,120.14084137435111,2.751446374704331,0,1,5,6.0,1.0,25,9.0,9.0,9,36.0,1.0,0,0,5,0,0,0,1,0,0,0,3,0,0.0,0.0,3.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,25,125,9.0,27.0,9.0,27.0,9,27,36.0,216.0,1.0,1.0,0
1,1.0,229.0,2.359835482339888,0,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,11,120.05895738031585,2.751294867032311,1,0,2,2.0,1.0,4,1.0,1.0,1,4.0,1.0,2,0,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
3,4.0,266.0,2.424881636631067,1,2.5,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,16,120.10913738720296,2.7512610313302663,0,0,7,5.5,0.8333333333333334,49,6.25,16.0,9,30.25,0.6944444444444445,0,0,7,0,0,0,1,0,0,0,3,0,0.0,0.0,2.5,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,49,343,6.25,15.625,16.0,64.0,9,27,30.25,166.375,0.6944444444444445,0.5787037037037038,0
0,1.0,185.0,2.2671717284030137,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,120.06771425482205,2.751352699402552,1,0,2,1.0,1.0,4,1.0,1.0,0,1.0,1.0,0,0,0,2,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,8,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1
1,2.0,151.0,2.1789769472931693,1,1.0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,13,120.0645791688477,2.7512204650600776,1,0,4,2.0,1.0,16,1.0,4.0,1,4.0,1.0,4,0,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16,64,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0
1,2.0,266.0,2.424881636631067,0,1.0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,18,120.06988411242222,2.751272867914638,1,0,4,2.0,1.0,16,1.0,4.0,1,4.0,1.0,0,4,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,16,64,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0
0,1.0,88.0,1.9444826721501687,0,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6,120.07841629379529,2.751370269395191,1,0,2,1.0,1.0,4,1.0,1.0,0,1.0,1.0,0,0,0,2,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1
2,2.0,204.0,2.3096301674258988,0,1.0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,12,120.07571257452524,2.7513098585438627,1,0,4,3.0,0.5,16,1.0,4.0,4,9.0,0.25,4,0,0,0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,16,64,1.0,1.0,4.0,8.0,4,8,9.0,27.0,0.25,0.125,0
2,2.0,171.0,2.2329961103921536,0,1.0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,13,120.0599740686283,2.751249985560741,1,0,4,3.0,0.5,16,1.0,4.0,4,9.0,0.25,0,0,4,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,16,64,1.0,1.0,4.0,8.0,4,8,9.0,27.0,0.25,0.125,0
2,2.0,322.0,2.507855871695831,0,1.0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,15,120.06001870696421,2.7512755912258946,1,0,4,3.0,0.5,16,1.0,4.0,4,9.0,0.25,4,0,0,0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16,64,1.0,1.0,4.0,8.0,4,8,9.0,27.0,0.25,0.125,0
1,2.0,147.0,2.167317334748176,0,1.0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,13,120.06968714003132,2.7512797869320136,1,0,2,2.0,1.0,4,1.0,4.0,1,4.0,1.0,0,2,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,8,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0
1,2.0,273.0,2.436162647040756,0,1.0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,16,120.06444637159869,2.751285756045617,1,0,4,2.0,1.0,16,1.0,4.0,1,4.0,1.0,0,0,4,0,0,0,1,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,16,64,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0
2,2.0,247.0,2.392696953259666,0,1.0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,12,120.06004781873528,2.751259875411953,1,0,4,3.0,0.5,16,1.0,4.0,4,9.0,0.25,0,4,0,0,0,1,0,0,0,2,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,16,64,1.0,1.0,4.0,8.0,4,8,9.0,27.0,0.25,0.125,0
3,3.0,161.0,2.2068258760318495,0,2.5,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,14,120.03942660572888,2.7513990648063142,0,1,5,5.5,0.8333333333333334,25,6.25,9.0,9,30.25,0.6944444444444445,0,0,5,0,0,0,1,0,0,0,3,0,0.0,0.0,2.5,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,25,125,6.25,15.625,9.0,27.0,9,27,30.25,166.375,0.6944444444444445,0.5787037037037038,0
1,1.0,130.0,2.113943352306837,1,1.0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,15,120.06599820544909,2.751078611275633,0,0,2,2.0,1.0,4,1.0,1.0,1,4.0,1.0,2,0,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
1,1.0,147.0,2.167317334748176,0,1.0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,10,120.06903019013896,2.7512741746350367,1,0,2,2.0,1.0,4,1.0,1.0,1,4.0,1.0,0,2,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
1,1.0,249.0,2.3961993470957363,0,1.0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,13,120.05854707583836,2.7512585151521103,1,0,2,2.0,1.0,4,1.0,1.0,1,4.0,1.0,0,0,2,0,0,0,1,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
3,2.0,499.0,2.6981005456233897,0,2.5,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,18,120.03595002493586,2.7512873589057643,0,0,6,5.5,0.8333333333333334,36,6.25,4.0,9,30.25,0.6944444444444445,0,0,6,0,0,0,1,0,0,0,3,0,0.0,0.0,2.5,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,36,216,6.25,15.625,4.0,8.0,9,27,30.25,166.375,0.6944444444444445,0.5787037037037038,0
3,2.0,175.0,2.2430380486862944,1,2.5,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,16,120.1246002504437,2.751278976701415,0,0,5,5.5,0.8333333333333334,25,6.25,4.0,9,30.25,0.6944444444444445,0,0,5,0,0,0,1,0,0,0,3,0,0.0,0.0,2.5,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,125,6.25,15.625,4.0,8.0,9,27,30.25,166.375,0.6944444444444445,0.5787037037037038,0
1,1.0,197.0,2.294466226161593,1,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,12,120.07516612902519,2.751270794174553,1,0,3,2.0,1.0,9,1.0,1.0,1,4.0,1.0,3,0,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,27,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
2,2.0,349.0,2.5428254269591797,0,2.5,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,16,120.03503967438715,2.7512924363766067,0,0,4,4.5,1.25,16,6.25,4.0,4,20.25,1.5625,0,0,4,0,0,0,1,0,0,0,2,0,0.0,0.0,2.5,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16,64,6.25,15.625,4.0,8.0,4,8,20.25,91.125,1.5625,1.953125,0
1,2.0,194.0,2.287801729930226,1,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,120.06901703187255,2.75127115759975,1,0,4,2.0,1.0,16,1.0,4.0,1,4.0,1.0,0,4,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,16,64,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0
3,3.0,285.0,2.45484486000851,0,2.0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,15,120.0383026339597,2.7513811778767385,0,0,5,5.0,0.6666666666666666,25,4.0,9.0,9,25.0,0.4444444444444444,0,0,5,0,0,0,1,0,0,0,3,0,0.0,0.0,2.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,125,4.0,8.0,9.0,27.0,9,27,25.0,125.0,0.4444444444444444,0.2962962962962963,0
2,3.0,239.0,2.3783979009481375,1,2.0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,17,120.07853043927035,2.7512748768852076,1,0,4,4.0,1.0,16,4.0,9.0,4,16.0,1.0,0,0,4,0,0,0,1,0,0,0,2,0,0.0,0.0,2.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,16,64,4.0,8.0,9.0,27.0,4,8,16.0,64.0,1.0,1.0,0
1,1.0,195.0,2.290034611362518,1,1.0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,13,120.05537717728309,2.7512270253127835,1,0,2,2.0,1.0,4,1.0,1.0,1,4.0,1.0,0,0,2,0,0,0,1,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
1,1.0,179.0,2.2528530309798933,0,1.0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,10,120.1262250240592,2.7514765372631804,0,0,2,2.0,1.0,4,1.0,1.0,1,4.0,1.0,2,0,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
2,2.0,236.0,2.3729120029701067,0,2.0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,15,120.12660011172214,2.751356667066406,0,0,4,4.0,1.0,16,4.0,4.0,4,16.0,1.0,4,0,0,0,1,0,0,0,2,0,0,0,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,64,4.0,8.0,4.0,8.0,4,8,16.0,64.0,1.0,1.0,0
1,3.0,243.0,2.385606273598312,0,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,13,120.05586324081803,2.7514223351310747,1,0,4,2.0,1.0,16,1.0,9.0,1,4.0,1.0,0,4,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,16,64,1.0,1.0,9.0,27.0,1,1,4.0,8.0,1.0,1.0,0
2,3.0,211.0,2.3242824552976926,0,1.0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,15,120.12670290987016,2.7514735979349267,0,0,5,3.0,0.5,25,1.0,9.0,4,9.0,0.25,0,5,0,0,0,1,0,0,0,2,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,25,125,1.0,1.0,9.0,27.0,4,8,9.0,27.0,0.25,0.125,0
1,1.0,160.0,2.2041199826559246,1,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5,120.06288795263423,2.751312928521177,1,0,2,2.0,1.0,4,1.0,1.0,1,4.0,1.0,0,2,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
1,1.0,216.0,2.3344537511509307,0,1.0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,12,120.05982850719094,2.7512207552426724,1,0,3,2.0,1.0,9,1.0,1.0,1,4.0,1.0,0,3,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,9,27,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
2,3.0,114.0,2.0569048513364727,1,2.0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,11,120.09365252349434,2.7513391683893107,0,0,6,4.0,1.0,36,4.0,9.0,4,16.0,1.0,6,0,0,0,1,0,0,0,2,0,0,0,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,216,4.0,8.0,9.0,27.0,4,8,16.0,64.0,1.0,1.0,0
2,2.0,207.0,2.315970345456918,1,1.0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,14,120.06277499265958,2.7513174048308144,1,0,4,3.0,0.5,16,1.0,4.0,4,9.0,0.25,0,4,0,0,0,1,0,0,0,2,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,16,64,1.0,1.0,4.0,8.0,4,8,9.0,27.0,0.25,0.125,0
4,4.0,111.0,2.0453229787866576,1,2.5,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,14,120.126657544339,2.7513123970545164,0,1,7,6.5,0.625,49,6.25,16.0,16,42.25,0.390625,0,0,7,0,0,0,1,0,0,0,4,0,0.0,0.0,2.5,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,49,343,6.25,15.625,16.0,64.0,16,64,42.25,274.625,0.390625,0.244140625,0
